,FirstImprovementSearch,FirstChangeSearch,BestImprovementSearch,DeepSearch
988,13510,34647,14526,15589
989,13510,34647,14526,15589
990,13510,34647,14526,15589
991,13510,34647,14526,15589
992,13510,34647,14526,15589
993,13510,34647,14526,15582
994,13510,34647,14526,15582
995,13510,34647,14526,15582
996,13510,34647,14526,15483
997,13510,34647,14526,15482
998,13510,34647,14526,15482
999,13510,34647,14526,15482
1000,13510,34647,14526,15482
